College,Sorority Name,Instagram Handle
"Murray State University","Zeta Phi Beta",""
"Murray State University","Alpha Omicron Pi",""
"Murray State University","Alpha Gamma Delta",""
"Murray State University","Kappa Delta",""
"Murray State University","Alpha Delta Pi",""
"Murray State University","Delta Zeta",""
"Murray State University","Alpha Sigma Alpha",""
"Murray State University","",""
"Murray State University","Sigma Sigma Sigma",""
"New England College","Kappa Delta Phi NAS",""
"New England College","Theta Phi Alpha",""
"New Jersey City University","Omega Phi Chi",""
"New Jersey City University","Lambda Tau Omega",""
"New Jersey City University","Lambda Theta Alpha",""
"New Jersey Institute of Technology","Alpha Sigma Tau",""
"New Jersey Institute of Technology","Delta Phi Epsilon",""
"New Mexico Highlands University","Gamma Alpha Omega",""
"New Mexico State University","Pi Beta Phi",""
"New Mexico State University","Alpha Xi Delta",""
"New Mexico State University","Delta Gamma",""
"New Mexico State University","Zeta Tau Alpha",""
"New Mexico State University","Chi Omega",""
"New Mexico State University","Delta Zeta",""
"New York University","Alpha Omega Epsilon",""
"New York University","Alpha Sigma Tau",""
"New York University","Pi Beta Phi",""
"New York University","Alpha Epsilon Phi",""
"New York University","Delta Gamma",""
"New York University","Zeta Tau Alpha",""
"New York University","Kappa Kappa Gamma",""
"New York University","Sigma Sigma Rho",""
"New York University","",""
"New York University","Kappa Beta Gamma",""
"New York University","Phi Sigma Sigma",""
"New York University","Delta Phi Epsilon",""
"New York University","Sigma Kappa",""
"New York University","Alpha Sigma Alpha",""
"New York University","Alpha Kappa Phi Agonian",""
"New York University","Delta Kappa Delta",""
"New York University","Sigma Sigma Sigma",""
"New York University","Mu Sigma Upsilon",""
"New York University","Chi Upsilon Sigma",""
"New York University","Sigma Alpha Epsilon Pi",""
"New York University","Alpha Gamma Delta",""
"New York University","Alpha Phi",""
"New York University","Zeta Phi Beta",""
"New York University","Kappa Delta Phi NAS",""
"New York University","Sigma Delta Tau",""
"New York University","Alpha Xi Delta",""
"New York University","Alpha Kappa Delta Phi",""
"New York University","Alpha Kappa Alpha",""
"New York University","Sigma Gamma Rho",""
"New York University","Lambda Theta Alpha",""
"New York University","Alpha Omicron Pi",""
"New York University","Delta Sigma Theta",""
"New York University","Sigma Psi Zeta",""
"New York University","Sigma Lambda Upsilon",""
"New York University","Sigma Omicron Pi",""
"New York University","Lambda Pi Chi",""
"New York University","Phi Mu",""
"New York University","Theta Phi Alpha",""
"New York University","Sigma Iota Alpha",""
"New York University","Omega Phi Beta",""
"New York University","Delta Delta Delta",""
"New York University","Delta Phi Lambda",""
"New York University","Kappa Phi Lambda",""
"New York University","Pi Phi Delta",""
"New York University","delta Delta Phi Zeta",""
"New York University","Theta Phi Gamma",""
"New York University","Gamma Nu Delta",""
"Niagara University","Alpha Sigma Alpha",""
"Niagara University","Phi Sigma Sigma",""
"Nicholls State University","Delta Sigma Theta",""
"Nicholls State University","Sigma Gamma Rho",""
"Nicholls State University","Delta Zeta",""
"Nicholls State University","Sigma Sigma Sigma",""
"Nicholls State University","Gamma Phi Beta",""
"Nicholls State University","Phi Mu",""
"Norfolk State University","Delta Sigma Theta",""
"Norfolk State University","Alpha Kappa Alpha",""
"Norfolk State University","Zeta Phi Beta",""
"Norfolk State University","Sigma Gamma Rho",""
"North Carolina Agricultural and Technical State University","Delta Sigma Theta",""
"North Carolina Agricultural and Technical State University","Sigma Gamma Rho",""
"North Carolina Agricultural and Technical State University","Zeta Phi Beta",""
"North Carolina Agricultural and Technical State University","Alpha Kappa Alpha",""
"North Carolina State University","Zeta Tau Alpha",""
"North Carolina State University","Pi Beta Phi",""
"North Carolina State University","Kappa Alpha Theta",""
"North Carolina State University","Alpha Delta Pi",""
"North Carolina State University","Delta Zeta",""
"North Carolina State University","Alpha Kappa Alpha",""
"North Carolina State University","Chi Omega",""
"North Carolina State University","Alpha Omega Epsilon",""
"North Carolina State University","Kappa Kappa Gamma",""
"North Carolina State University","Delta Gamma",""
"North Carolina State University","Kappa Delta",""
"North Carolina State University","","@ncsusigmachi"
"North Carolina State University","Delta Delta Delta",""
"North Carolina State University","Kappa Phi Lambda",""
"North Carolina State University","Alpha Phi Gamma",""
"North Carolina State University","Sigma Kappa",""
"North Carolina State University","Delta Sigma Theta",""
"North Carolina State University","Sigma Alpha Omega",""
"North Dakota State University","",""
"North Dakota State University of Agriculture and Applied Sciences","",""
"Northeastern University","Alpha Omicron Pi",""
"Northeastern University","Sigma Gamma Rho",""
"Northeastern University","Delta Sigma Theta",""
"Northeastern University","Alpha Kappa Alpha",""
"Northeastern University","Sigma Sigma Sigma",""
"Northeastern University","Delta Phi Epsilon",""
"Northeastern University","Sigma Kappa",""
"Northeastern University","Alpha Epsilon Phi",""
"Northeastern University","Sigma Delta Tau",""
"Northeastern University","Alpha Chi Omega",""
"Northeastern University","Kappa Kappa Gamma",""
"Northeastern University","Chi Omega",""
"Northeastern University","Kappa Delta",""
"Northeastern University","Delta Zeta",""
"Northeastern University","Kappa Phi",""
"Northeastern University","Alpha Sigma Alpha",""
"Northern Arizona University","Delta Delta Delta",""
"Northern Arizona University","Gamma Phi Beta",""
"Northern Arizona University","Delta Phi Epsilon",""
"Northern Arizona University","Alpha Delta Pi",""
"Northern Arizona University","Pi Beta Phi",""
"Northern Arizona University","Alpha Omicron Pi",""
"Northern Arizona University","Sigma Gamma Rho",""
"Northern Arizona University","Alpha Phi",""
"Northern Arizona University","Kappa Delta",""
"Northern Arizona University","Chi Omega",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Kentucky University","Phi Mu",""
"Northern Kentucky University","Delta Sigma Theta",""
"Northern Kentucky University","Kappa Delta",""
"Northern Kentucky University","Phi Sigma Sigma",""
"Northern Kentucky University","Delta Gamma",""
"Northern Kentucky University","Alpha Kappa Alpha",""
"Northern Kentucky University","Sigma Gamma Rho",""
"Northern Kentucky University","Zeta Phi Beta",""
"Northern Kentucky University","Theta Phi Alpha",""
"Northern Kentucky University","Delta Zeta",""
"Northern Kentucky University","Alpha Omicron Pi",""
"Northern Michigan University","Alpha Gamma Delta",""
"Northern Michigan University","Phi Sigma Sigma",""
"Northern Michigan University","Alpha Xi Delta",""
"Northwestern Oklahoma State University","",""
"Northwestern State University of Louisiana","Alpha Omicron Pi",""
"Northwestern State University of Louisiana","Sigma Gamma Rho",""
"Northwestern State University of Louisiana","Alpha Kappa Alpha",""
"Northwestern State University of Louisiana","Zeta Phi Beta",""
"Northwestern State University of Louisiana","Phi Mu",""
"Northwestern State University of Louisiana","Sigma Sigma Sigma",""
"Northwestern State University of Louisiana","Delta Sigma Theta",""
"Northwestern State University of Louisiana","Alpha Sigma Alpha",""
"Northwestern University","","@sigsatnorthwestern"
"Northwood University","Delta Sigma Theta",""
"Northwood University","Alpha Gamma Delta",""
"Northwood University","Alpha Chi Omega",""
"Northwood University","Delta Zeta",""
"Nova Southeastern University","Delta Phi Epsilon",""
"Nova Southeastern University","Zeta Phi Beta",""
"Nova Southeastern University","Sigma Delta Tau",""
"Nova Southeastern University","Phi Sigma Sigma",""
"Nova Southeastern University","Alpha Kappa Alpha",""
"Oakland University","Phi Sigma Sigma",""
"Oakland University","Delta Sigma Theta",""
"Oakland University","Sigma Sigma Sigma",""
"Oakland University","Alpha Sigma Tau",""
"Oakland University","Alpha Delta Pi",""
"Oakland University","Alpha Chi Omega",""
"Oakland University","Gamma Phi Beta",""
"Oakland University","Sigma Gamma Rho",""
"Occidental College","Kappa Alpha Theta",""
"Oglethorpe University","Sigma Sigma Sigma",""
"Oglethorpe University","Alpha Sigma Tau",""
"Oglethorpe University","Chi Omega",""
"Ohio Northern University","Kappa Alpha Theta",""
"Ohio Northern University","Alpha Xi Delta",""
"Ohio Northern University","Phi Sigma Rho",""
"Ohio Northern University","Zeta Tau Alpha",""
"Ohio Northern University","Delta Zeta",""
"Ohio State University","Kappa Alpha Theta",""
"Ohio State University","Gamma Phi Beta",""
"Ohio State University","","@osusigmachi"
"Ohio State University","Alpha Omicron Pi",""
"Ohio State University","Delta Delta Delta",""
"Ohio State University","Kappa Delta",""
"Ohio State University","Pi Beta Phi",""
"Ohio State University","Zeta Tau Alpha",""
"Ohio State University","Delta Sigma Theta",""
"Ohio State University","Delta Xi Phi",""
"Ohio State University","Sigma Gamma Rho",""
"Ohio State University","Alpha Epsilon Phi",""
"Ohio State University","Sigma Alpha",""
"Ohio State University","Delta Gamma",""
"Ohio State University","","@sigep_osu"
"Ohio State University","","@phidelt_osu"
"Ohio State University","Alpha Chi Omega",""
"Ohio State University","","@ato_osu"
"Ohio State University","Alpha Phi","@alphaphi_osu"
"Ohio State University","Kappa Kappa Gamma","@kappa_osu"
"Ohio State University","Alpha Kappa Alpha",""
"Ohio State University","Sigma Lambda Gamma",""
"Ohio State University","Kappa Phi Lambda",""
"Ohio State University","Alpha Xi Delta",""
"Ohio State University","Phi Sigma Rho",""
"Ohio State University","Delta Zeta",""
"Ohio State University","Chi Omega",""
"Ohio State University","Zeta Phi Beta",""
"Ohio State University","Alpha Gamma Delta",""
"Oklahoma State University","Phi Mu",""
"Oklahoma State University","Pi Beta Phi",""
"Oklahoma State University","Chi Omega",""
"Oklahoma State University","Alpha Omega Epsilon",""
"Oklahoma State University","Alpha Kappa Alpha",""
"Oklahoma State University","Zeta Phi Beta",""
"Oklahoma State University","Alpha Xi Delta",""
"Oklahoma State University","Zeta Tau Alpha",""
"Oklahoma State University","Gamma Phi Beta",""
"Oklahoma State University","Delta Delta Delta",""
"Oklahoma State University","Alpha Omicron Pi",""
"Oklahoma State University","Kappa Alpha Theta",""
"Oklahoma State University","Alpha Chi Omega",""
"Oklahoma State University","Alpha Delta Pi",""
"Oklahoma State University","Kappa Delta",""
"Oklahoma State University","Kappa Kappa Gamma",""
"Oklahoma State University","Sigma Phi Lambda",""
"Oklahoma State University","","@okstatesigmachi"
"Oklahoma State University","Alpha Sigma Alpha",""
"Oklahoma State University","Delta Zeta",""
"Oklahoma State University","Alpha Sigma Tau",""
"Oklahoma State University","Sigma Sigma Sigma",""
"Old Dominion University","Alpha Xi Delta",""
"Old Dominion University","Alpha Phi",""
"Old Dominion University","Kappa Delta",""
"Old Dominion University","Zeta Phi Beta",""
"Old Dominion University","Sigma Gamma Rho",""
"Old Dominion University","Alpha Kappa Alpha",""
"Old Dominion University","Sigma Lambda Upsilon",""
"Old Dominion University","Delta Sigma Theta",""
"Old Dominion University","Omega Phi Beta",""
"Old Dominion University","Zeta Tau Alpha",""
"Old Dominion University","Pi Beta Phi",""
"Old Dominion University","Delta Zeta",""
"Old Dominion University","Sigma Sigma Sigma",""
"Oregon State University","Alpha Gamma Delta",""
"Oregon State University","Chi Omega",""
"Oregon State University","Alpha Chi Omega",""
"Oregon State University","Kappa Delta",""
"Oregon State University","Kappa Alpha Theta",""
"Oregon State University","Alpha Omicron Pi",""
"Oregon State University","Phi Sigma Rho",""
"Oregon State University","Delta Sigma Theta",""
"Oregon State University","Pi Beta Phi",""
"Oregon State University","Alpha Kappa Alpha",""
"Oregon State University","Alpha Phi",""
"Oregon State University","",""
"Oregon State University","Sigma Alpha",""
"Oregon State University","Sigma Kappa",""
"Oregon State University","Kappa Kappa Gamma",""
"Oregon State University","Delta Delta Delta",""
"Oregon State University","Delta Gamma",""
"Pace University","Sigma Gamma Rho",""
"Pace University","Delta Sigma Theta",""
"Pace University","Alpha Kappa Alpha",""
"Pace University","Phi Sigma Sigma",""
"Pace University","Delta Phi Epsilon",""
"Pace University","Zeta Phi Beta",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","","@lambdachipsu"
"Pennsylvania State University","","@chiphipsu"
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","","@pikes_psu"
"Pennsylvania State University","","@phidelt_psu"
"Pennsylvania State University","","@ato_psu"
"Pennsylvania State University","","@sigep_psu"
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","",""
