College,Fraternity,Instagram Handle,State,Instagram URL,Followers
Murray State University,Kappa Sigma,,KY,,
Murray State University,Phi Kappa Tau,,KY,,
Murray State University,Kappa Alpha Psi,,KY,,
Murray State University,Tau Kappa Epsilon,,KY,,
Murray State University,Alpha Phi Alpha,,KY,,
Murray State University,Phi Beta Sigma,,KY,,
Murray State University,Sigma Chi,,KY,,
Nebraska Wesleyan University,Zeta Psi,,NE,,
Nebraska Wesleyan University,Phi Kappa Tau,,NE,,
Nebraska Wesleyan University,Theta Chi,,NE,,
New England College,Phi Mu Delta,,NH,,
New Jersey City University,Tau Kappa Epsilon,,NJ,,
New Jersey City University,Iota Phi Theta,,NJ,,3800
New Jersey City University,Kappa Alpha Psi,,NJ,,
New Jersey City University,Lambda Sigma Upsilon,,NJ,,
New Jersey City University,Lambda Theta Phi,,NJ,,
New Jersey Institute of Technology,Tau Delta Phi,,NJ,,
New Jersey Institute of Technology,Sigma Alpha Epsilon,,NJ,,
New Jersey Institute of Technology,Alpha Sigma Phi,,NJ,,
New Jersey Institute of Technology,Pi Kappa Phi,,NJ,,
New Jersey Institute of Technology,Theta Chi,,NJ,,
New Jersey Institute of Technology,Phi Sigma Kappa,,NJ,,
New Jersey Institute of Technology,Delta Epsilon Psi,,NJ,,
New Jersey Institute of Technology,Tau Kappa Epsilon,,NJ,,9000
New Jersey Institute of Technology,Sigma Pi,,NJ,,1500
New Jersey Institute of Technology,Psi Upsilon,,NJ,,
New Jersey Institute of Technology,Phi Beta Sigma,,NJ,,
New Jersey Institute of Technology,Iota Phi Theta,,NJ,,
New Mexico Highlands University,Tau Kappa Epsilon,,NM,,
New Mexico Institute of Mining and Technology,Kappa Sigma,,NM,,
New Mexico State University,Alpha Gamma Rho,,NM,,
New Mexico State University,Tau Kappa Epsilon,,NM,,
New Mexico State University,Farmhouse,,NM,,
New Mexico State University,Sigma Alpha Epsilon,,NM,,
New Mexico State University,Delta Sigma Phi,,NM,,
New Mexico State University,Phi Delta Theta,,NM,,
New Mexico State University,Kappa Sigma,,NM,,
New Mexico State University,Pi Kappa Phi,,NM,,
New Mexico State University,Pi Kappa Alpha,,NM,,
New Mexico State University,Lambda Chi Alpha,,NM,,
New Mexico State University,Alpha Tau Omega,,NM,,
New Mexico State University,Sigma Chi,,NM,,
New York Institute of Technology Manhattan,Tau Kappa Epsilon,,NY,,
New York Institute of Technology Manhattan,Phi Iota Alpha,,NY,,
New York Institute of Technology Manhattan,Alpha Phi Alpha,,NY,,
New York Institute of Technology Old Westbury,Alpha Chi Rho,,NY,,
New York Institute of Technology Old Westbury,Delta Epsilon Psi,,NY,,
New York Institute of Technology Old Westbury,Tau Kappa Epsilon,,NY,,
New York University,Alpha Epsilon Pi,@aepinyc,NY,instagram.com/aepinyc,
New York University,Kappa Sigma,@kappasigmanyu,NY,instagram.com/kappasigmanyu,
New York University,Lambda Chi Alpha,@nyulambdachi,NY,instagram.com/nyulambdachi,
New York University,Sigma Phi Epsilon,@sigepnyu,NY,instagram.com/sigepnyu,
New York University,Zeta Beta Tau,@zbtnyu,NY,instagram.com/zbtnyu,
New York University,Zeta Psi,,NY,,
New York University,Alpha Phi Delta,,NY,,
New York University,Delta Lambda Phi,,NY,,
New York University,Delta Phi,,NY,,
New York University,Delta Kappa Epsilon,,NY,,
New York University,Iota Nu Delta,,NY,,
New York University,Lambda Phi Epsilon,,NY,,
New York University,Phi Gamma Delta,,NY,,
New York University,Phi Iota Alpha,,NY,,
New York University,Phi Kappa Sigma,,NY,,
New York University,Pi Kappa Alpha,,NY,,
Newberry College,Kappa Alpha Order,,SC,,
Newberry College,Theta Chi,,SC,,
Newberry College,Tau Kappa Epsilon,,SC,,
Newberry College,Kappa Alpha Psi,,SC,,
Newberry College,Phi Beta Sigma,,SC,,
Newbury College,Kappa Alpha Order,,MA,,
Newbury College,Kappa Alpha Psi,,MA,,
Newbury College,Phi Beta Sigma,,MA,,
Newbury College,Tau Kappa Epsilon,,MA,,
Newbury College,Theta Chi,,MA,,
Niagara University,Tau Kappa Epsilon,,NY,,
Nicholls State University,Kappa Alpha Psi,,LA,,
Nicholls State University,Tau Kappa Epsilon,,LA,,
Nicholls State University,Kappa Sigma,,LA,,
Nicholls State University,Kappa Alpha Order,,LA,,
Nicholls State University,Sigma Alpha Epsilon,,LA,,
Nicholls State University,Theta Xi,,LA,,
Nicholls State University,Phi Kappa Theta,,LA,,
Nicholls State University,Alpha Phi Alpha,,LA,,
Nicholls State University,Omega Psi Phi,,LA,,
Norfolk State University,Alpha Phi Alpha,,VA,,
Norfolk State University,Kappa Alpha Psi,,VA,,
Norfolk State University,Phi Beta Sigma,,VA,,
Norfolk State University,Iota Phi Theta,,VA,,
Norfolk State University,Omega Psi Phi,,VA,,
North Carolina Agricultural and Technical State University,Omega Psi Phi,,NC,,
North Carolina Agricultural and Technical State University,Kappa Alpha Psi,,NC,,
North Carolina Agricultural and Technical State University,Alpha Phi Alpha,,NC,,
North Carolina Agricultural and Technical State University,Lambda Chi Alpha,,NC,,
North Carolina Agricultural and Technical State University,Iota Phi Theta,,NC,,
North Carolina Agricultural and Technical State University,Phi Beta Sigma,,NC,,
North Carolina Central University,Phi Beta Sigma,,NC,,
North Carolina Central University,Alpha Phi Alpha,,NC,,
North Carolina Central University,Kappa Alpha Psi,,NC,,
North Carolina State University,Kappa Alpha Order,@ka_ncsu,NC,instagram.com/ka_ncsu,
North Carolina State University,Sigma Phi Epsilon,@ncsu_sigep,NC,instagram.com/ncsu_sigep,
North Carolina State University,Lambda Chi Alpha,@ncsulxa,NC,instagram.com/ncsulxa,
North Carolina State University,Pi Kappa Phi,@ncsupikapp,NC,instagram.com/ncsupikapp,
North Carolina State University,Pi Kappa Alpha,@ncsupike,NC,instagram.com/ncsupike,
North Carolina State University,Sigma Nu,@ncsusigmanu,NC,instagram.com/ncsusigmanu,
North Carolina State University,Alpha Epsilon Pi,,NC,,
North Carolina State University,Sigma Pi,,NC,,
North Carolina State University,Alpha Sigma Phi,,NC,,
North Carolina State University,Phi Kappa Tau,,NC,,
North Carolina State University,Alpha Gamma Rho,,NC,,
North Carolina State University,Delta Kappa Epsilon,,NC,,
North Carolina State University,Farmhouse,,NC,,
North Carolina State University,Kappa Alpha Psi,,NC,,
North Carolina State University,Kappa Sigma,,NC,,
North Carolina State University,Phi Gamma Delta,,NC,,
North Carolina State University,Phi Delta Theta,,NC,,
North Carolina State University,Chi Psi,,NC,,
North Carolina State University,Pi Lambda Phi,,NC,,
North Carolina State University,Beta Theta Pi,,NC,,
North Carolina State University,Delta Lambda Phi,,NC,,
North Carolina State University,Delta Upsilon,,NC,,
North Carolina State University,Theta Tau,,NC,,
North Carolina State University,Iota Nu Delta,,NC,,
North Carolina State University,Omega Psi Phi,,NC,,
North Carolina State University,Alpha Phi Alpha,,NC,,
North Carolina State University,Phi Beta Sigma,,NC,,
North Carolina State University,Lambda Theta Phi,,NC,,
North Carolina State University,Delta Sigma Iota,,NC,,
North Carolina State University,Alpha Tau Omega,,NC,,
North Carolina State University,Delta Sigma Phi,,NC,,
North Carolina State University,Sigma Alpha Epsilon,,NC,,
North Carolina State University,Tau Kappa Epsilon,,NC,,
North Carolina State University,Theta Chi,,NC,,
North Carolina State University,Sigma Chi,,NC,,
North Carolina Wesleyan College,Alpha Sigma Phi,,NC,,
North Carolina Wesleyan College,Alpha Phi Alpha,,NC,,
North Dakota State University,Theta Chi,,ND,,
North Dakota State University,Sigma Nu,,ND,,
North Dakota State University,Sigma Alpha Epsilon,,ND,,
North Dakota State University,Farmhouse,,ND,,
North Dakota State University,Alpha Tau Omega,,ND,,
North Dakota State University,Alpha Gamma Rho,,ND,,
North Dakota State University,Delta Upsilon,,ND,,
North Dakota State University,Delta Tau Delta,,ND,,
North Dakota State University,Tau Kappa Epsilon,,ND,,
North Dakota State University,Omega Psi Phi,,ND,,
North Dakota State University,Sigma Phi Delta,,ND,,
North Dakota State University,Sigma Chi,,ND,,
Northeastern Illinois University,Omega Delta Phi,,IL,,
Northeastern Illinois University,Alpha Psi Lambda,,IL,,
Northeastern Illinois University,Iota Phi Theta,,IL,,
Northeastern Illinois University,Omega Delta,,IL,,
Northeastern Illinois University,Phi Iota Alpha,,IL,,
Northeastern State University,Kappa Sigma,,OK,,
Northeastern State University,Pi Kappa Alpha,,OK,,
Northeastern State University,Phi Lambda Chi,,OK,,
Northeastern State University,Lambda Chi Alpha,,OK,,
Northeastern State University,Phi Sigma Kappa,,OK,,
Northeastern State University,Tau Kappa Epsilon,,OK,,
Northeastern University,Alpha Epsilon Pi,@aepinortheastern,MA,instagram.com/aepinortheastern,
Northeastern University,Beta Theta Pi,@beta_neu,MA,instagram.com/beta_neu,
Northeastern University,Delta Tau Delta,@deltnu,MA,instagram.com/deltnu,
Northeastern University,Pi Kappa Alpha,@kappadeltapikes,MA,instagram.com/kappadeltapikes,
Northeastern University,Kappa Sigma,@kappasigmaneu,MA,instagram.com/kappasigmaneu,
Northeastern University,Phi Gamma Delta,@northeasternfiji,MA,instagram.com/northeasternfiji,
Northeastern University,Sigma Phi Epsilon,@northeasternsigep,MA,instagram.com/northeasternsigep,
Northeastern University,Phi Delta Theta,@phideltneu,MA,instagram.com/phideltneu,
Northeastern University,Zeta Beta Tau,@zbtnortheastern,MA,instagram.com/zbtnortheastern,
Northeastern University,Pi Kappa Phi,,MA,,
Northeastern University,Alpha Delta Phi,,MA,,
Northeastern University,Sigma Beta Rho,,MA,,
Northeastern University,Lambda Phi Epsilon,,MA,,
Northeastern University,Iota Phi Theta,,MA,,
Northeastern University,Alpha Phi Alpha,,MA,,
Northeastern University,Omega Psi Phi,,MA,,
Northeastern University,Kappa Alpha Psi,,MA,,
Northeastern University,Beta Chi Theta,,MA,,
Northern Arizona University,Pi Kappa Phi,@naupikapp,AZ,instagram.com/naupikapp,
Northern Arizona University,Pi Kappa Alpha,@naupikes,AZ,instagram.com/naupikes,
Northern Arizona University,Sigma Nu,@nausigmanu,AZ,instagram.com/nausigmanu,
Northern Arizona University,Omega Delta Phi,,AZ,,
Northern Arizona University,Delta Chi,,AZ,,
Northern Arizona University,Phi Sigma Kappa,,AZ,,
Northern Arizona University,Sigma Pi,,AZ,,
Northern Arizona University,Phi Delta Theta,,AZ,,
Northern Arizona University,Kappa Alpha Order,,AZ,,
Northern Arizona University,Tau Kappa Epsilon,,AZ,,
Northern Arizona University,Phi Gamma Delta,,AZ,,
Northern Arizona University,Alpha Sigma Phi,,AZ,,
Northern Arizona University,Theta Chi,,AZ,,
Northern Arizona University,Sigma Tau Gamma,,AZ,,
Northern Arizona University,Lambda Phi Epsilon,,AZ,,
Northern Arizona University,Zeta Beta Tau,,AZ,,
Northern Arizona University,Lambda Chi Alpha,,AZ,,
Northern Arizona University,Delta Tau Delta,,AZ,,
Northern Arizona University,Alpha Epsilon Pi,,AZ,,
Northern Arizona University,Kappa Alpha Psi,,AZ,,
Northern Arizona University,Kappa Sigma,,AZ,,
Northern Arizona University,Sigma Chi,,AZ,,
Northern Illinois University,Alpha Psi Lambda,@apsi_niu,IL,instagram.com/apsi_niu,
Northern Illinois University,Alpha Sigma Phi,@asigniu,IL,instagram.com/asigniu,
Northern Illinois University,Sigma Lambda Beta,@niu_betas,IL,instagram.com/niu_betas,
Northern Illinois University,Chi Sigma Tau,@niu_chisigs,IL,instagram.com/niu_chisigs,
Northern Illinois University,Sigma Alpha Mu,@niu_sammys,IL,instagram.com/niu_sammys,
Northern Illinois University,Delta Chi,@niudeltachi,IL,instagram.com/niudeltachi,
Northern Illinois University,Lambda Theta Phi,@niulambdas,IL,instagram.com/niulambdas,
Northern Illinois University,Sigma Phi Epsilon,@niusigep,IL,instagram.com/niusigep,
Northern Illinois University,Phi Kappa Sigma,@niuskulls,IL,instagram.com/niuskulls,
Northern Illinois University,Omega Delta,@omegadelta_niu,IL,instagram.com/omegadelta_niu,
Northern Illinois University,Phi Beta Sigma,@pbshollywoodeg,IL,instagram.com/pbshollywoodeg,
Northern Illinois University,Phi Kappa Psi,@phipsiniu,IL,instagram.com/phipsiniu,
Northern Illinois University,Phi Sigma Kappa,@pskniu,IL,instagram.com/pskniu,
Northern Illinois University,Iota Phi Theta,,IL,,
Northern Illinois University,Alpha Kappa Lambda,,IL,,
Northern Illinois University,Phi Kappa Theta,,IL,,
Northern Illinois University,Phi Rho Eta,,IL,,
Northern Illinois University,Delta Upsilon,,IL,,
Northern Illinois University,Sigma Alpha Epsilon,,IL,,
Northern Illinois University,Tau Kappa Epsilon,,IL,,
Northern Illinois University,Pi Kappa Phi,,IL,,
Northern Illinois University,Sigma Nu,,IL,,
Northern Illinois University,Alpha Phi Alpha,,IL,,
Northern Illinois University,Kappa Alpha Psi,,IL,,
Northern Illinois University,Alpha Epsilon Pi,,IL,,
Northern Illinois University,Sigma Pi,,IL,,
Northern Illinois University,Theta Chi,,IL,,
Northern Illinois University,Lambda Upsilon Lambda,,IL,,
Northern Illinois University,Pi Kappa Alpha,,IL,,
Northern Illinois University,Tau Phi Sigma,,IL,,
Northern Kentucky University,Alpha Sigma Phi,@alphasiguk,KY,instagram.com/alphasiguk,
Northern Kentucky University,Sigma Phi Epsilon,,KY,,
Northern Kentucky University,Alpha Tau Omega,,KY,,
Northern Kentucky University,Kappa Alpha Psi,,KY,,
Northern Kentucky University,Theta Chi,,KY,,
Northern Kentucky University,Tau Kappa Epsilon,,KY,,
Northern Kentucky University,Pi Kappa Alpha,,KY,,
Northern Kentucky University,Phi Gamma Delta,,KY,,
Northern Kentucky University,Phi Kappa Tau,,KY,,
Northern Kentucky University,Alpha Phi Alpha,,KY,,
Northern Michigan University,Alpha Sigma Phi,@nmualphasigs,MI,instagram.com/nmualphasigs,
Northern Michigan University,Tau Kappa Epsilon,,MI,,
Northern Michigan University,Lambda Chi Alpha,,MI,,
Northwest Missouri State University,Alpha Gamma Rho,,MO,,
Northwest Missouri State University,Tau Kappa Epsilon,,MO,,
Northwest Missouri State University,Delta Sigma Phi,,MO,,
Northwest Missouri State University,Alpha Kappa Lambda,,MO,,
Northwest Missouri State University,Sigma Phi Epsilon,,MO,,
Northwest Missouri State University,Phi Sigma Kappa,,MO,,
Northwest Missouri State University,Sigma Tau Gamma,,MO,,
Northwest Missouri State University,Phi Delta Theta,,MO,,
Northwest Missouri State University,Delta Chi,,MO,,
Northwest Missouri State University,Phi Beta Sigma,,MO,,
Northwest Missouri State University,Alpha Phi Alpha,,MO,,
Northwest University,Alpha Epsilon Pi,,WA,,
Northwest University,Alpha Phi Alpha,,WA,,
Northwest University,Beta Theta Pi,,WA,,
Northwest University,Delta Chi,,WA,,
Northwest University,Kappa Alpha Psi,,WA,,
Northwest University,Lambda Chi Alpha,,WA,,
Northwest University,Omega Delta Phi,,WA,,
Northwest University,Omega Psi Phi,,WA,,
Northwest University,Phi Delta Theta,,WA,,
Northwest University,Phi Gamma Delta,,WA,,
Northwest University,Phi Kappa Psi,,WA,,
Northwest University,Phi Mu Alpha Sinfonia,,WA,,
Northwest University,Pi Alpha Phi,,WA,,
Northwest University,Pi Kappa Alpha,,WA,,
Northwest University,Sigma Alpha Epsilon,,WA,,
Northwest University,Sigma Lambda Beta,,WA,,
Northwest University,Sigma Nu,,WA,,
Northwest University,Sigma Phi Epsilon,,WA,,
Northwest University,Zeta Beta Tau,,WA,,
Northwest University,Sigma Chi,,WA,,
Northwestern State University of Louisiana,Omega Psi Phi,,LA,,
Northwestern State University of Louisiana,Sigma Nu,,LA,,
Northwestern State University of Louisiana,Alpha Phi Alpha,,LA,,
Northwestern State University of Louisiana,Kappa Sigma,,LA,,
Northwestern State University of Louisiana,Phi Beta Sigma,,LA,,
Northwestern State University of Louisiana,Pi Kappa Phi,,LA,,
Northwestern State University of Louisiana,Theta Chi,,LA,,
Northwestern State University of Louisiana,Kappa Alpha Psi,,LA,,
Northwestern State University of Louisiana,Kappa Alpha Order,,LA,,
Northwestern State University of Louisiana,Tau Kappa Epsilon,,LA,,
Northwestern University,Zeta Beta Tau,@nu_zbt,IL,instagram.com/nu_zbt,
Northwestern University,Sigma Chi,@sigmachinorthwestern,IL,instagram.com/sigmachinorthwestern,
Northwestern University,Pi Alpha Phi,,IL,,
Northwestern University,Sigma Lambda Beta,,IL,,
Northwestern University,Delta Upsilon,,IL,,
Northwestern University,Phi Delta Theta,,IL,,
Northwestern University,Pi Kappa Alpha,,IL,,
Northwestern University,Alpha Phi Alpha,,IL,,
Northwestern University,Alpha Epsilon Pi,,IL,,
Northwestern University,Phi Kappa Psi,,IL,,
Northwestern University,Sigma Nu,,IL,,
Northwestern University,Delta Tau Delta,,IL,,
Northwestern University,Lambda Chi Alpha,,IL,,
Northwestern University,Delta Chi,,IL,,
Northwestern University,Beta Theta Pi,,IL,,
Northwestern University,Phi Gamma Delta,,IL,,
Northwestern University,Sigma Alpha Epsilon,,IL,,
Northwestern University,Phi Beta Sigma,,IL,,
Northwestern University,Kappa Alpha Psi,,IL,,
Northwestern University,Theta Chi,,IL,,
Northwestern University,Phi Mu Alpha Sinfonia,,IL,,
Northwestern University,Chi Phi,,IL,,
Northwestern University,Sigma Phi Epsilon,,IL,,
Northwestern University,Chi Psi,,IL,,
Northwestern University,Lambda Upsilon Lambda,,IL,,
Northwestern University,Omega Delta Phi,,IL,,
Northwestern University,Omega Psi Phi,,IL,,
Northwestern University,Phi Alpha Epsilon,,IL,,
Northwood University,Kappa Sigma,,MI,,
Northwood University,Alpha Sigma Phi,,MI,,
Northwood University,Tau Kappa Epsilon,,MI,,
Northwood University,Phi Delta Theta,,MI,,
Northwood University,Alpha Chi Rho,,MI,,
Northwood University,Iota Phi Theta,,MI,,
Northwood University,Sigma Phi Epsilon,,MI,,
Nova Southeastern University,Lambda Theta Phi,,FL,,
Nova Southeastern University,Kappa Sigma,,FL,,
Oakland University,Alpha Phi Alpha,,MI,,
Oakland University,Theta Chi,,MI,,
Oakland University,Sigma Pi,,MI,,
Oakland University,Alpha Sigma Phi,,MI,,
Oakland University,Tau Kappa Epsilon,,MI,,
Oakland University,Sigma Alpha Epsilon,,MI,,
Occidental College,Sigma Alpha Epsilon,,CA,,
Occidental College,Phi Kappa Psi,,CA,,
Occidental College,Alpha Phi Alpha,,CA,,
Occidental College,Kappa Alpha Psi,,CA,,
Oglethorpe University,Delta Sigma Phi,,GA,,
Oglethorpe University,Sigma Alpha Epsilon,,GA,,
Oglethorpe University,Chi Phi,,GA,,
Oglethorpe University,Kappa Sigma,,GA,,
Ohio Northern University,Theta Chi,,OH,,
Ohio Northern University,Phi Mu Delta,,OH,,
Ohio Northern University,Sigma Phi Epsilon,,OH,,
Ohio Northern University,Sigma Pi,,OH,,
Ohio Northern University,Phi Gamma Delta,,OH,,
Ohio Northern University,Delta Sigma Phi,,OH,,
Ohio State University,Sigma Chi,@osusigmachi,OH,instagram.com/osusigmachi,
Ohio State University,Pi Lambda Phi,,OH,,
Ohio State University,Kappa Delta Rho,,OH,,
Ohio State University,Pi Kappa Phi,,OH,,
Ohio State University,Theta Chi,,OH,,
Ohio State University,Phi Gamma Delta,,OH,,
Ohio State University,Sigma Alpha Epsilon,,OH,,
Ohio State University,Alpha Sigma Phi,,OH,,
Ohio State University,Sigma Phi Epsilon,,OH,,
Ohio State University,Acacia,,OH,,
Ohio State University,Theta Xi,,OH,,
Ohio State University,Phi Sigma Kappa,,OH,,
Ohio State University,Kappa Sigma,,OH,,
Ohio State University,Alpha Tau Omega,,OH,,
Ohio State University,Farmhouse,,OH,,
Ohio State University,Phi Kappa Tau,,OH,,
